new_index,question_as_query,topic,question_type,Query_type
798,what age is considered high risk pregnancy?,pregnancy,Wh* Question,Sampled_Original
799,what causes down syndrome during pregnancy?,pregnancy,Wh* Question,Sampled_Original
800,what is a chemical pregnancy?,pregnancy,Wh* Question,Sampled_Original
801,when do babies transition to 1 nap?,babycare,When Question,Sampled_Original
802,when to start sleep training baby?,babycare,When Question,Sampled_Original
803,when can babies drink regular milk?,babycare,When Question,Sampled_Original
804,when do you start feeling baby movements?,babycare,When Question,Sampled_Original
805,when do babies wave bye-bye?,babycare,When Question,Sampled_Original
806,when do babies start playing with toys?,babycare,When Question,Sampled_Original
807,when do babies laugh out loud?,babycare,When Question,Sampled_Original
808,when can babies have cheerios?,babycare,When Question,Sampled_Original
809,when can you start feeling baby move?,babycare,When Question,Sampled_Original
810,when do babies crawl on average?,babycare,When Question,Sampled_Original
811,when do babies start potty training?,babycare,When Question,Sampled_Original
812,when do babies start teething chart?,babycare,When Question,Sampled_Original
813,when do babies start cereal?,babycare,When Question,Sampled_Original
814,when can other people feel baby move?,babycare,When Question,Sampled_Original
815,when can a baby sleep with a blanket?,babycare,When Question,Sampled_Original
816,when do babies learn to talk?,babycare,When Question,Sampled_Original
817,when do babies laugh?,babycare,When Question,Sampled_Original
818,when can babies eat meat?,babycare,When Question,Sampled_Original
819,when does a baby get a heartbeat?,babycare,When Question,Sampled_Original
820,when do babies get first tooth?,babycare,When Question,Sampled_Original
821,when can babies see clearly?,babycare,When Question,Sampled_Original
822,when is a baby considered alive?,babycare,When Question,Sampled_Original
823,when do babies clap?,babycare,When Question,Sampled_Original
824,when do babies smile for the first time?,babycare,When Question,Sampled_Original
825,when can you hear a baby's heartbeat in womb?,babycare,When Question,Sampled_Original
826,when do babies crawl and walk?,babycare,When Question,Sampled_Original
827,when do you send out baby shower invitations?,babycare,When Question,Sampled_Original
828,when do babies start dreaming?,babycare,When Question,Sampled_Original
829,when do babies crawl?,babycare,When Question,Sampled_Original
830,when do babies sit up and crawl?,babycare,When Question,Sampled_Original
831,when do babies turn head down?,babycare,When Question,Sampled_Original
832,when do babies speak first words?,babycare,When Question,Sampled_Original
833,when do babies start to coo?,babycare,When Question,Sampled_Original
834,when is it safe to deliver a baby?,babycare,When Question,Sampled_Original
835,when to start brushing baby teeth?,babycare,When Question,Sampled_Original
836,when do babies flip head down?,babycare,When Question,Sampled_Original
837,when do babies start standing?,babycare,When Question,Sampled_Original
838,when do babies start talking words?,babycare,When Question,Sampled_Original
839,when do babies get measles vaccine?,babycare,When Question,Sampled_Original
840,when do babies start laughing?,babycare,When Question,Sampled_Original
841,when do babies drop to one nap?,babycare,When Question,Sampled_Original
842,when do babies stop napping?,babycare,When Question,Sampled_Original
843,when do babies grow teeth?,babycare,When Question,Sampled_Original
844,when do babies start cutting teeth?,babycare,When Question,Sampled_Original
845,when do babies eyes change color permanently?,babycare,When Question,Sampled_Original
846,when do babies make eye contact?,babycare,When Question,Sampled_Original
847,when do babies start tummy time?,babycare,When Question,Sampled_Original
848,when do babies start talking?,babycare,When Question,Sampled_Original
849,when can babies use blankets?,babycare,When Question,Sampled_Original
850,when can babies go swimming?,babycare,When Question,Sampled_Original
851,when does a baby's heartbeat start?,babycare,When Question,Sampled_Original
852,when does a baby's soft spot close?,babycare,When Question,Sampled_Original
853,when is a fetus considered a baby?,babycare,When Question,Sampled_Original
854,when do babies start rolling?,babycare,When Question,Sampled_Original
855,when can babies hear in utero?,babycare,When Question,Sampled_Original
856,when can babies eat scrambled eggs?,babycare,When Question,Sampled_Original
857,when do fontanelles close in babies?,babycare,When Question,Sampled_Original
858,when should a baby stop using a bottle?,babycare,When Question,Sampled_Original
859,when to introduce water to baby?,babycare,When Question,Sampled_Original
860,when do babies stand alone?,babycare,When Question,Sampled_Original
861,when baby sleep get better at night?,babycare,When Question,Sampled_Original
862,when can you hear baby heartbeat?,babycare,When Question,Sampled_Original
863,when does a fetus become a baby?,babycare,When Question,Sampled_Original
864,when do babies get molars?,babycare,When Question,Sampled_Original
865,when do babies begin to walk?,babycare,When Question,Sampled_Original
866,when to move baby to crib?,babycare,When Question,Sampled_Original
867,when is a baby viable outside the womb?,babycare,When Question,Sampled_Original
868,when do babies start sitting up unassisted?,babycare,When Question,Sampled_Original
869,when can babies see colour?,babycare,When Question,Sampled_Original
870,when can a baby's heartbeat be detected?,babycare,When Question,Sampled_Original
871,when can babies start drinking water?,babycare,When Question,Sampled_Original
872,when can babies have whole milk?,babycare,When Question,Sampled_Original
873,when can i give my baby cereal?,babycare,When Question,Sampled_Original
874,when to stop bottle feeding babies?,babycare,When Question,Sampled_Original
875,when do babies sit unassisted?,babycare,When Question,Sampled_Original
876,when to introduce peanut butter to baby?,babycare,When Question,Sampled_Original
877,when can you find out the gender of your baby?,babycare,When Question,Sampled_Original
878,when do kids lose baby teeth?,babycare,When Question,Sampled_Original
879,when does a baby's brain develop?,babycare,When Question,Sampled_Original
880,when do babies eyes change colour?,babycare,When Question,Sampled_Original
881,when do babies start smiling intentionally?,babycare,When Question,Sampled_Original
882,when do babies first roll over?,babycare,When Question,Sampled_Original
883,when do babies turn over?,babycare,When Question,Sampled_Original
884,when can babies have cow milk?,babycare,When Question,Sampled_Original
885,when do babies start walking on average?,babycare,When Question,Sampled_Original
886,when do people have baby showers?,babycare,When Question,Sampled_Original
887,when do babies start eating solid food?,babycare,When Question,Sampled_Original
888,when a baby dies?,babycare,When Question,Sampled_Original
889,when do babies eyes focus?,babycare,When Question,Sampled_Original
890,when does a baby heart start beating?,babycare,When Question,Sampled_Original
891,when do babies start holding their head up?,babycare,When Question,Sampled_Original
892,when do babies get vaccinated?,babycare,When Question,Sampled_Original
893,when do babies get mmr vaccine?,babycare,When Question,Sampled_Original
894,when do babies start walking well?,babycare,When Question,Sampled_Original
895,when do babies learn to crawl?,babycare,When Question,Sampled_Original
896,when can babies start eating cereal?,babycare,When Question,Sampled_Original
897,when will my baby be born calculator?,babycare,When Question,Sampled_Original
898,when do babies babble?,babycare,When Question,Sampled_Original
899,when can babies face forward in car seat?,babycare,When Question,Sampled_Original
900,when to send baby shower invites?,babycare,When Question,Sampled_Original
901,when am i due pregnancy?,pregnancy,When Question,Sampled_Original
902,when am i due pregnant?,pregnancy,When Question,Sampled_Original
903,when are you least likely to get pregnant?,pregnancy,When Question,Sampled_Original
904,when are you most fertile to get pregnant?,pregnancy,When Question,Sampled_Original
905,when are you most likely to get pregnant?,pregnancy,When Question,Sampled_Original
906,when can a girl become pregnant?,pregnancy,When Question,Sampled_Original
907,when can a heartbeat be detected in pregnancy?,pregnancy,When Question,Sampled_Original
908,when can i take a pregnancy test calculator?,pregnancy,When Question,Sampled_Original
909,when can you hear a heartbeat in pregnancy?,pregnancy,When Question,Sampled_Original
910,when can you tell people you're pregnant?,pregnancy,When Question,Sampled_Original
911,when did i get pregnant exactly?,pregnancy,When Question,Sampled_Original
912,when did i get pregnant exactly calculator?,pregnancy,When Question,Sampled_Original
913,when do braxton hicks start in pregnancy?,pregnancy,When Question,Sampled_Original
914,when do cravings start during pregnancy?,pregnancy,When Question,Sampled_Original
915,when do ectopic pregnancy symptoms occur?,pregnancy,When Question,Sampled_Original
916,when do people announce pregnancy?,pregnancy,When Question,Sampled_Original
917,when do pregnancy symptoms begin?,pregnancy,When Question,Sampled_Original
918,when do pregnant women start producing milk?,pregnancy,When Question,Sampled_Original
919,when do pregnant women start showing?,pregnancy,When Question,Sampled_Original
920,when do signs of pregnancy start?,pregnancy,When Question,Sampled_Original
921,when do stretch marks occur during pregnancy?,pregnancy,When Question,Sampled_Original
922,when do women start showing pregnancy?,pregnancy,When Question,Sampled_Original
923,when do you feel pregnancy symptoms?,pregnancy,When Question,Sampled_Original
924,when do you get morning sickness if pregnant?,pregnancy,When Question,Sampled_Original
925,when do you get morning sickness in pregnancy?,pregnancy,When Question,Sampled_Original
926,when do you get pregnancy symptoms?,pregnancy,When Question,Sampled_Original
927,when do you get ultrasounds during pregnancy?,pregnancy,When Question,Sampled_Original
928,when do you get your period after pregnancy?,pregnancy,When Question,Sampled_Original
929,when do you have to stop flying when pregnant?,pregnancy,When Question,Sampled_Original
930,when do you start feeling nausea in pregnancy?,pregnancy,When Question,Sampled_Original
931,when do you start feeling pregnancy symptoms?,pregnancy,When Question,Sampled_Original
932,when do you start feeling pregnant?,pregnancy,When Question,Sampled_Original
933,when do you start gaining weight in pregnancy?,pregnancy,When Question,Sampled_Original
934,when do you start getting pregnancy symptoms?,pregnancy,When Question,Sampled_Original
935,when do you start producing milk in pregnancy?,pregnancy,When Question,Sampled_Original
936,when do you start showing in first pregnancy?,pregnancy,When Question,Sampled_Original
937,when do you start showing in pregnancy?,pregnancy,When Question,Sampled_Original
938,when do you start showing in second pregnancy?,pregnancy,When Question,Sampled_Original
939,when do you start showing signs of pregnancy?,pregnancy,When Question,Sampled_Original
940,when do you start showing when pregnant?,pregnancy,When Question,Sampled_Original
941,when does a heartbeat begin in pregnancy?,pregnancy,When Question,Sampled_Original
942,when does a pregnant belly show?,pregnancy,When Question,Sampled_Original
943,when does ectopic pregnancy occur?,pregnancy,When Question,Sampled_Original
944,when does fatigue start in pregnancy?,pregnancy,When Question,Sampled_Original
945,when does frequent urination start pregnancy?,pregnancy,When Question,Sampled_Original
946,when does heartbeat start in pregnancy?,pregnancy,When Question,Sampled_Original
947,when does heartburn start in pregnancy?,pregnancy,When Question,Sampled_Original
948,when does implantation occur in pregnancy?,pregnancy,When Question,Sampled_Original
949,when does milk come in pregnancy?,pregnancy,When Question,Sampled_Original
950,when does milk start during pregnancy?,pregnancy,When Question,Sampled_Original
951,when does morning sickness begin in pregnancy?,pregnancy,When Question,Sampled_Original
952,when does morning sickness start in pregnancy?,pregnancy,When Question,Sampled_Original
953,when does nausea start in pregnancy?,pregnancy,When Question,Sampled_Original
954,when does nesting start during pregnancy?,pregnancy,When Question,Sampled_Original
955,when does preeclampsia develop in pregnancy?,pregnancy,When Question,Sampled_Original
956,when does pregnancy brain start?,pregnancy,When Question,Sampled_Original
957,when does pregnancy nausea end?,pregnancy,When Question,Sampled_Original
958,when does pregnancy start?,pregnancy,When Question,Sampled_Original
959,when does swelling start in pregnancy?,pregnancy,When Question,Sampled_Original
960,when does the heart develop in pregnancy?,pregnancy,When Question,Sampled_Original
961,when does the third trimester start pregnancy?,pregnancy,When Question,Sampled_Original
962,when does your belly start showing pregnancy?,pregnancy,When Question,Sampled_Original
963,when does your stomach harden when pregnant?,pregnancy,When Question,Sampled_Original
964,when is a good time to take a pregnancy test?,pregnancy,When Question,Sampled_Original
965,when is a woman most likely to get pregnant?,pregnancy,When Question,Sampled_Original
966,when is gender determined in pregnancy?,pregnancy,When Question,Sampled_Original
967,when is it best to take a pregnancy test?,pregnancy,When Question,Sampled_Original
968,when is it safe to announce pregnancy?,pregnancy,When Question,Sampled_Original
969,when is it safe to tell people your pregnant?,pregnancy,When Question,Sampled_Original
970,when is rhogam given during pregnancy?,pregnancy,When Question,Sampled_Original
971,when is the best time to take a pregnancy?,pregnancy,When Question,Sampled_Original
972,when is the soonest you can detect pregnancy?,pregnancy,When Question,Sampled_Original
973,when is there a heartbeat in pregnancy?,pregnancy,When Question,Sampled_Original
974,when should a pregnant woman stop flying?,pregnancy,When Question,Sampled_Original
975,when should i pack my hospital bag pregnancy?,pregnancy,When Question,Sampled_Original
976,when should you stop traveling when pregnant?,pregnancy,When Question,Sampled_Original
977,when to get tdap during pregnancy?,pregnancy,When Question,Sampled_Original
978,when to give tdap in pregnancy?,pregnancy,When Question,Sampled_Original
979,when to take home pregnancy test?,pregnancy,When Question,Sampled_Original
980,when to take pregnancy test after ovulation?,pregnancy,When Question,Sampled_Original
981,when to worry about swelling in pregnancy?,pregnancy,When Question,Sampled_Original
982,when were pregnancy test invented?,pregnancy,When Question,Sampled_Original
983,when will a pregnancy test show positive?,pregnancy,When Question,Sampled_Original
984,when are ultrasounds done during pregnancy?,pregnancy,When Question,Sampled_Original
985,when is first ultrasound done in pregnancy?,pregnancy,When Question,Sampled_Original
986,when to test for pregnancy calculator?,pregnancy,When Question,Sampled_Original
987,why are babies born premature?,babycare,Why Question,Sampled_Original
988,why are babies fat?,babycare,Why Question,Sampled_Original
989,why babies can't have honey?,babycare,Why Question,Sampled_Original
990,why can't babies drink water?,babycare,Why Question,Sampled_Original
991,why can't babies eat honey?,babycare,Why Question,Sampled_Original
992,why can't babies have water?,babycare,Why Question,Sampled_Original
993,why can't you give babies honey?,babycare,Why Question,Sampled_Original
994,why cant babies eat honey?,babycare,Why Question,Sampled_Original
995,why cant babies have honey?,babycare,Why Question,Sampled_Original
996,why do babies bite?,babycare,Why Question,Sampled_Original
997,why do babies cry all the time psychology?,babycare,Why Question,Sampled_Original
998,why do babies get cradle cap?,babycare,Why Question,Sampled_Original
999,why do babies get hiccups?,babycare,Why Question,Sampled_Original
1000,why do babies get hiccups in the womb?,babycare,Why Question,Sampled_Original
1001,why do babies grunt?,babycare,Why Question,Sampled_Original
1002,why do babies have more bones than adults?,babycare,Why Question,Sampled_Original
1003,why do babies lose weight after birth?,babycare,Why Question,Sampled_Original
1004,why do babies need helmets?,babycare,Why Question,Sampled_Original
1005,why do babies need sleep?,babycare,Why Question,Sampled_Original
1006,why do babies need to be burped?,babycare,Why Question,Sampled_Original
1007,why do babies need vitamin d?,babycare,Why Question,Sampled_Original
1008,why do babies smile in their sleep?,babycare,Why Question,Sampled_Original
1009,why do babies wear helmets?,babycare,Why Question,Sampled_Original
1010,why is honey bad for babies?,babycare,Why Question,Sampled_Original
1011,why is my baby fussy?,babycare,Why Question,Sampled_Original
1012,why is my baby's poop green?,babycare,Why Question,Sampled_Original
1013,why are babies stillborn?,babycare,Why Question,Sampled_Original
1014,why babies cry?,babycare,Why Question,Sampled_Original
1015,why can't pregnant women change cat litter?,pregnancy,Why Question,Sampled_Original
1016,why can't pregnant women eat deli meat?,pregnancy,Why Question,Sampled_Original
1017,why can't pregnant women eat lunch meat?,pregnancy,Why Question,Sampled_Original
1018,why can't pregnant women eat soft cheese?,pregnancy,Why Question,Sampled_Original
1019,why can't pregnant women eat sushi?,pregnancy,Why Question,Sampled_Original
1020,why can't pregnant women take ibuprofen?,pregnancy,Why Question,Sampled_Original
1021,why can't you eat deli meat while pregnant?,pregnancy,Why Question,Sampled_Original
1022,why can't you eat lunch meat while pregnant?,pregnancy,Why Question,Sampled_Original
1023,why can't you eat sushi while pregnant?,pregnancy,Why Question,Sampled_Original
1024,why can't you sleep on your back pregnant?,pregnancy,Why Question,Sampled_Original
1025,why can't you take ibuprofen while pregnant?,pregnancy,Why Question,Sampled_Original
1026,why do pregnant women crave pickles?,pregnancy,Why Question,Sampled_Original
1027,why do pregnant women get morning sickness?,pregnancy,Why Question,Sampled_Original
1028,why do pregnant women have cravings?,pregnancy,Why Question,Sampled_Original
1029,why do pregnant women need iron?,pregnancy,Why Question,Sampled_Original
1030,why do pregnant women need protein?,pregnancy,Why Question,Sampled_Original
1031,why do pregnant women vomit?,pregnancy,Why Question,Sampled_Original
1032,why do teenagers get pregnant?,pregnancy,Why Question,Sampled_Original
1033,why do you get headaches when pregnant?,pregnancy,Why Question,Sampled_Original
1034,why is caffeine bad while pregnant?,pregnancy,Why Question,Sampled_Original
1035,why is iron important during pregnancy?,pregnancy,Why Question,Sampled_Original
1036,why is teen pregnancy a problem?,pregnancy,Why Question,Sampled_Original
1037,why take progesterone during pregnancy?,pregnancy,Why Question,Sampled_Original
1038,can babies drink almond milk?,babycare,Binary Question,Original
1039,can babies eat cheese?,babycare,Binary Question,Original
1040,can babies eat eggs?,babycare,Binary Question,Original
1041,can babies eat honey?,babycare,Binary Question,Original
1042,can babies eat salmon?,babycare,Binary Question,Original
1043,can babies eat strawberries?,babycare,Binary Question,Original
1044,can babies eat tuna?,babycare,Binary Question,Original
1045,can babies eat yogurt?,babycare,Binary Question,Original
1046,can babies have cinnamon?,babycare,Binary Question,Original
1047,can babies wear sunscreen?,babycare,Binary Question,Original
1048,can baby sleep with pacifier?,babycare,Binary Question,Original
1049,can i give my baby water?,babycare,Binary Question,Original
1050,can you use vicks on babies?,babycare,Binary Question,Original
1051,do babies get shots at 9 months?,babycare,Binary Question,Original
1052,do babies snore?,babycare,Binary Question,Original
1053,do babies sweat?,babycare,Binary Question,Original
1054,does baby move during contractions?,babycare,Binary Question,Original
1055,should babies wear shoes?,babycare,Binary Question,Original
1056,can you drink alcohol while pregnant?,pregnancy,Binary Question,Original
1057,can you drink red wine while pregnant?,pregnancy,Binary Question,Original
1058,can a pregnant woman take alka seltzer?,pregnancy,Binary Question,Original
1059,can a woman get pregnant while breastfeeding?,pregnancy,Binary Question,Original
1060,can a woman lactate without pregnancy?,pregnancy,Binary Question,Original
1061,can i drink wine while pregnant?,pregnancy,Binary Question,Original
1062,can i eat feta when pregnant?,pregnancy,Binary Question,Original
1063,can i eat salami while pregnant?,pregnancy,Binary Question,Original
1064,can i take a bath while pregnant?,pregnancy,Binary Question,Original
1065,can i take advil while pregnant?,pregnancy,Binary Question,Original
1066,can i take cough drops while pregnant?,pregnancy,Binary Question,Original
1067,can i take vitamin c while pregnant?,pregnancy,Binary Question,Original
1068,can i use a heating pad while pregnant?,pregnancy,Binary Question,Original
1069,can pregnant women donate blood?,pregnancy,Binary Question,Original
1070,can pregnant women drink energy drinks?,pregnancy,Binary Question,Original
1071,can pregnant women eat beef jerky?,pregnancy,Binary Question,Original
1072,can pregnant women eat calamari?,pregnancy,Binary Question,Original
1073,can pregnant women eat california rolls?,pregnancy,Binary Question,Original
1074,can pregnant women eat canned tuna?,pregnancy,Binary Question,Original
1075,can pregnant women eat catfish?,pregnancy,Binary Question,Original
1076,can pregnant women eat ceviche?,pregnancy,Binary Question,Original
1077,can pregnant women eat cheese?,pregnancy,Binary Question,Original
1078,can pregnant women eat cold cuts?,pregnancy,Binary Question,Original
1079,can pregnant women eat deli meat?,pregnancy,Binary Question,Original
1080,can pregnant women eat grapes?,pregnancy,Binary Question,Original
1081,can pregnant women eat lobster?,pregnancy,Binary Question,Original
1082,can pregnant women eat mayonnaise?,pregnancy,Binary Question,Original
1083,can pregnant women eat mussels?,pregnancy,Binary Question,Original
1084,can pregnant women eat prawns?,pregnancy,Binary Question,Original
1085,can pregnant women eat seafood?,pregnancy,Binary Question,Original
1086,can pregnant women eat steak?,pregnancy,Binary Question,Original
1087,can pregnant women eat yogurt?,pregnancy,Binary Question,Original
1088,can pregnant women take antibiotics?,pregnancy,Binary Question,Original
1089,can you do keto while pregnant?,pregnancy,Binary Question,Original
1090,can you drink black tea while pregnant?,pregnancy,Binary Question,Original
1091,can you drink herbal tea when pregnant?,pregnancy,Binary Question,Original
1092,can you drink soda while pregnant?,pregnancy,Binary Question,Original
1093,can you eat bacon when pregnant?,pregnancy,Binary Question,Original
1094,can you eat blue cheese while pregnant?,pregnancy,Binary Question,Original
1095,can you eat brie when pregnant?,pregnancy,Binary Question,Original
1096,can you eat clams when pregnant?,pregnancy,Binary Question,Original
1097,can you eat cooked sushi while pregnant?,pregnancy,Binary Question,Original
1098,can you eat crab legs when pregnant?,pregnancy,Binary Question,Original
1099,can you eat crab while pregnant?,pregnancy,Binary Question,Original
1100,can you eat crawfish while pregnant?,pregnancy,Binary Question,Original
1101,can you eat fish while pregnant?,pregnancy,Binary Question,Original
1102,can you eat ham when pregnant?,pregnancy,Binary Question,Original
1103,can you eat hotdogs when pregnant?,pregnancy,Binary Question,Original
1104,can you eat ice cream when pregnant?,pregnancy,Binary Question,Original
1105,can you eat imitation crab when pregnant?,pregnancy,Binary Question,Original
1106,can you eat mozzarella when pregnant?,pregnancy,Binary Question,Original
1107,can you eat pepperoni when pregnant?,pregnancy,Binary Question,Original
1108,can you eat salmon while pregnant?,pregnancy,Binary Question,Original
1109,can you eat shellfish while pregnant?,pregnancy,Binary Question,Original
1110,can you eat smoked salmon when pregnant?,pregnancy,Binary Question,Original
1111,can you eat tilapia while pregnant?,pregnancy,Binary Question,Original
1112,can you exercise while pregnant?,pregnancy,Binary Question,Original
1113,can you fly at 6 months pregnant?,pregnancy,Binary Question,Original
1114,can you get a massage when pregnant?,pregnancy,Binary Question,Original
1115,can you get dental work while pregnant?,pregnancy,Binary Question,Original
1116,can you get hep b vaccine while pregnant?,pregnancy,Binary Question,Original
1117,can you go to the dentist while pregnant?,pregnancy,Binary Question,Original
1118,can you have honey when pregnant?,pregnancy,Binary Question,Original
1119,can you have lunch meat while pregnant?,pregnancy,Binary Question,Original
1120,can you have sushi while pregnant?,pregnancy,Binary Question,Original
1121,can you sleep on your back when pregnant?,pregnancy,Binary Question,Original
1122,can you sleep on your stomach pregnant?,pregnancy,Binary Question,Original
1123,can you take aleve when pregnant?,pregnancy,Binary Question,Original
1124,can you take antidepressants while pregnant?,pregnancy,Binary Question,Original
1125,can you take anxiety meds while pregnant?,pregnancy,Binary Question,Original
1126,can you take benadryl when pregnant?,pregnancy,Binary Question,Original
1127,can you take cold medicine when pregnant?,pregnancy,Binary Question,Original
1128,can you take dayquil when pregnant?,pregnancy,Binary Question,Original
1129,can you take doxycycline while pregnant?,pregnancy,Binary Question,Original
1130,can you take elderberry while pregnant?,pregnancy,Binary Question,Original
1131,can you take emergen-c while pregnant?,pregnancy,Binary Question,Original
1132,can you take gas x when pregnant?,pregnancy,Binary Question,Original
1133,can you take laxatives while pregnant?,pregnancy,Binary Question,Original
1134,can you take motrin while pregnant?,pregnancy,Binary Question,Original
1135,can you take naproxen while pregnant?,pregnancy,Binary Question,Original
1136,can you take paracetamol when pregnant?,pregnancy,Binary Question,Original
1137,can you take prozac while pregnant?,pregnancy,Binary Question,Original
1138,can you take unisom while pregnant?,pregnancy,Binary Question,Original
1139,can you take zantac while pregnant?,pregnancy,Binary Question,Original
1140,can you tan while pregnant?,pregnancy,Binary Question,Original
1141,is it safe for babies to drink almond milk?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1142,is it safe for babies to eat cheese?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1143,is it safe for babies to eat eggs?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1144,is it safe for babies to eat honey?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1145,is it safe for babies to eat salmon?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1146,is it safe for babies to eat strawberries?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1147,is it safe for babies to eat tuna?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1148,is it safe for babies to eat yogurt?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1149,is it safe for babies to have cinnamon?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1150,is it safe for babies to wear sunscreen?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1151,is it safe for baby to sleep with pacifier?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1152,is it safe to give my baby water?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1153,is it safe to use vicks on babies?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1154,is it safe for babies to get shots at 9 months?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1155,is baby snoring safe?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1156,is baby sweating safe?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1157,is it safe for baby to move during contractions?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1158,is it safe for babies to wear shoes?,babycare,Binary Question,positive_reformulation_by_keyword_safe
1159,is it safe for you to drink alcohol while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1160,is it safe for you to drink red wine while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1161,is it safe for a pregnant woman to take alka seltzer?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1162,is it safe for a woman to get pregnant while breastfeeding?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1163,is it safe for a woman to lactate without pregnancy?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1164,is it safe for me to drink wine while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1165,is it safe for me to eat feta when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1166,is it safe for me to eat salami while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1167,is it safe for me to take a bath while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1168,is it safe for me to take advil while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1169,is it safe for me to take cough drops while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1170,is it safe for me to take vitamin c while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1171,is it safe for me to use a heating pad while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1172,is it safe for pregnant women to donate blood?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1173,is it safe for pregnant women to drink energy drinks?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1174,is it safe for pregnant women to eat beef jerky?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1175,is it safe for pregnant women to eat calamari?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1176,is it safe for pregnant women to eat california rolls?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1177,is it safe for pregnant women to eat canned tuna?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1178,is it safe for pregnant women to eat catfish?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1179,is it safe for pregnant women to eat ceviche?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1180,is it safe for pregnant women to eat cheese?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1181,is it safe for pregnant women to eat cold cuts?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1182,is it safe for pregnant women to eat deli meat?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1183,is it safe for pregnant women to eat grapes?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1184,is it safe for pregnant women to eat lobster?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1185,is it safe for pregnant women to eat mayonnaise?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1186,is it safe for pregnant women to eat mussels?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1187,is it safe for pregnant women to eat prawns?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1188,is it safe for pregnant women to eat seafood?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1189,is it safe for pregnant women to eat steak?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1190,is it safe for pregnant women to eat yogurt?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1191,is it safe for pregnant women to take antibiotics?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1192,is it safe to do keto while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1193,is it safe for you to drink black tea while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1194,is it safe for you to drink herbal tea when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1195,is it safe for you to drink soda while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1196,is it safe for you to eat bacon when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1197,is it safe for you to eat blue cheese while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1198,is it safe for you to eat brie when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1199,is it safe for you to eat clams when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1200,is it safe for you to eat cooked sushi while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
